"gender","fav_number","retweet_count","tweet_count","diff_prof_twt","tweets_per_day","gender_confidence","profile_yn_confidence","sidebar_color_cat","link_color_cat","score_vocab_brand","score_vocab_male","score_vocab_female","score_vocabio_brand","score_vocabio_male","score_vocabio_female"
"female",434,0,44365,340.668551587302,13,1,1,"red","blue",0,0,0,0,4.47511501463823,10.1891161713624
"female",0,0,2435,199.967658730159,1,1,1,"red","indeterminado",6.47608964178578,35.9976317347543,36.4357262103506,0,0,0
"female",637,0,36,66.5006944444445,0,1,1,"cyan","cyan",3.4939121228163,11.959739490823,17.4040066777963,0,0,0
"female",281,0,50609,211.404563492064,21,1,1,"indeterminado","blue",0,0,0,0,0,0
"female",14047,0,92908,277.399900793651,32,1,1,"cyan","red",2.27633668607729,11.959739490823,17.4040066777963,0,0,0
"brand",408,0,3294,123.759920634921,2,1,1,"cyan","cyan",0,0,5.30050083472454,0,4.01505646173149,0
"female",830,0,12070,145.162797619048,6,1,1,"indeterminado","red",0,5.44701006512729,4.25709515859766,0,0,0
"brand",6769,0,37796,330.310813492064,11,0.6659,1,"red","red",1.87047820716428,10.5979869745411,12.1035058430718,0,0,0
"female",11,0,235,27.8603174603175,0,1,1,"indeterminado","red",0,0,0,0,0,5.78927055191046
"male",853,0,895,16.9848214285714,1,1,1,"cyan","cyan",1.34109758249515,6.69034931912374,0,0,0,0
"male",38,0,599,180.864682539683,0,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",0,0,246504,39.5681547619048,196,1,1,"cyan","cyan",1.34109758249515,6.69034931912374,0,21.1727666273121,8.03011292346299,0
"female",0,0,1527,81.9619047619048,1,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",0,0,159763,72.8498015873016,107,1,1,"red","cyan",2.45279689430034,12.2557726465364,13.1051752921536,0,0,0
"male",983,0,10388,67.4416666666667,7,0.6752,0.6752,"cyan","cyan",0,5.09177027827117,0,0,0,0
"male",1288,0,16920,267.812599206349,6,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",0,0,708,6.89662698412698,1,1,1,"indeterminado","orange",1.21757543673902,0,0,21.1727666273121,0,0
"male",44150,1,300466,197.304761904762,127,0.6785,1,"red","cyan",0,0,0,0,10.3722291928064,11.0768043226553
"male",3913,0,6024,183.860912698413,3,1,1,"cyan","cyan",0,0,0,4.64384100747737,13.4671685487244,17.2906213817059
"male",3536,0,49325,334.172023809524,15,1,1,"cyan","cyan",1.34109758249515,6.69034931912374,0,0,4.47511501463823,6.59976842917792
"male",229,0,971,52.5642857142857,1,1,1,"cyan","cyan",0,0,0,0,0,0
"female",1513,0,12735,102.855158730159,7,0.3609,1,"red","magenta",0,0,0,0,0,0
"male",0,0,4752,1.68452380952381,5,0.6792,1,"cyan","cyan",0,0,0,0,0,0
"male",3768,0,55199,38.2831349206349,44,1,1,"cyan","cyan",2.45279689430034,12.2557726465364,13.1051752921536,0,0,0
"male",134,0,581,224.425396825397,0,1,1,"cyan","cyan",1.87047820716428,10.5979869745411,12.1035058430718,0,0,0
"male",949,0,18080,268.138888888889,6,1,1,"cyan","cyan",0,0,0,0,3.88958594730238,3.8209185642609
"female",253,0,780,228.612103174603,0,1,1,"cyan","cyan",1.57049585318511,11.4860864416815,10.2253756260434,0,0,0
"female",14,0,72701,170.346825396825,33,0.6663,1,"cyan","cyan",0,0,0,0,0,0
"brand",5,0,11863,371.599503968254,3,1,1,"red","cyan",0,0,0,0,0,0
"brand",0,0,340,76.6868055555556,0,1,1,"red","cyan",1.58814187400741,4.38129070455891,0,0,10.3722291928064,11.0768043226553
"female",26,0,2979,121.143154761905,2,1,1,"indeterminado","blue",0,0,0,0,6.06440819740694,5.4033191817831
"brand",357,0,296467,340.025892857143,88,1,1,"red","cyan",0,0,0,33.2546241637151,0,0
"male",12333,0,17416,15.2849206349206,16,1,1,"indeterminado","red",0,0,0,0,0,0
"male",1152,0,15717,147.112996031746,8,0.6408,0.6408,"indeterminado","red",0,0,0,0,0,0
"brand",0,0,6736,2.51865079365079,7,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",113,0,880,11.0017857142857,1,1,1,"cyan","cyan",0,0,0,0,0,0
"female",68,0,92823,304.964384920635,30,1,1,"cyan","blue",0,0,0,0,0,3.35777692010807
"male",3158,0,18657,75.2766865079365,12,1,1,"cyan","cyan",0,0,0,0,0,0
"female",30306,0,202675,324.711507936508,62,0.3491,1,"indeterminado","blue",0,0,5.30050083472454,5.47028728846911,0,0
"female",0,0,9019,26.6797619047619,8,1,1,"cyan","cyan",0,0,0,0,0,0
"male",8461,0,11722,52.2691468253968,9,0.6655,1,"indeterminado","red",0,0,0,0,0,0
"brand",127,0,1158,279.787400793651,0,0.9636,0.9636,"cyan","cyan",0,0,0,0,0,0
"male",2213,0,3988,186.715376984127,2,1,1,"indeterminado","red",0,0,0,0,0,0
"female",778,0,2990,354.572222222222,1,1,1,"red","red",0,0,0,0,0,0
"male",590,0,496,340.582837301587,0,1,1,"cyan","cyan",0,0,0,0,0,0
"male",23862,0,26663,66.5795634920635,18,0.6634,1,"cyan","cyan",0,0,0,0,0,0
"female",128,0,861,4.42847222222222,1,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",0,0,39655,69.8598214285714,27,1,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"brand",219,0,22238,240.051686507937,8,1,1,"indeterminado","green",0,0,0,0,0,0
"female",3030,0,8502,188.290972222222,4,0.6794,1,"cyan","cyan",0,5.09177027827117,0,0,0,0
"brand",119,0,52969,100.950595238095,31,1,1,"cyan","blue",0,0,0,0,0,0
"male",3043,0,4061,85.9469246031746,3,0.6765,1,"cyan","cyan",0,0,0,0,0,0
"brand",94,0,9264,331.599702380952,3,1,1,"red","red",0,0,0,21.1727666273121,0,0
"brand",112,0,579,75.4383928571429,0,1,1,"cyan","red",1.34109758249515,6.69034931912374,0,0,0,0
"brand",7091,0,12721,257.601488095238,5,1,1,"red","cyan",0,0,0,0,0,0
"male",79,0,2016,163.591567460317,1,1,1,"cyan","cyan",0,0,0,0,11.3759933082392,4.09108452335006
"brand",869,0,6011,30.1569444444444,5,1,1,"cyan","red",0,0,0,29.004329004329,22.250104558762,25.472790428406
"male",47,0,61447,312.869345238095,19,0.6706,1,"red","indeterminado",0,0,0,0,0,0
"male",3947,0,248,90.8816468253968,0,0.6505,1,"cyan","cyan",0,0,3.67278797996661,0,0,0
"male",688,0,4172,109.232242063492,2,0.6772,1,"red","cyan",0,0,0,0,0,0
"male",14,0,2523,350.185119047619,1,0.6648,1,"red","cyan",0,0,0,0,0,0
"female",15454,0,32896,119.690376984127,18,1,1,"cyan","cyan",0,0,0,0,0,0
"female",0,0,50884,8.39017857142857,49,0.664,1,"cyan","cyan",3.97035468501853,11.959739490823,17.4040066777963,14.1282959464778,14.8055207026349,21.7290621381706
"male",4359,0,33646,281.291071428571,11,1,1,"cyan","cyan",0,0,0,0,0,4.32265534542648
"brand",11,0,698,63.9950396825397,0,1,1,"cyan","cyan",1.69401799894124,0,0,0,0,0
"brand",0,0,40024,82.862003968254,26,0.6598,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"female",1360,0,1880,72.9948412698413,1,1,1,"cyan","cyan",0,0,0,0,0,0
"male",0,0,82926,191.573115079365,36,0.6785,1,"red","cyan",0,0,0,4.2896497441952,4.18235048097031,0
"brand",0,0,148233,302.162996031746,48,1,1,"indeterminado","cyan",0,0,0,0,0,0
"male",43,0,143,26.8928571428571,0,1,1,"cyan","cyan",0,0,0,4.2896497441952,4.18235048097031,3.58934774218449
"female",588,0,1438,145.682142857143,1,1,1,"red","cyan",4.14681489324157,22.5577264653641,29.5075125208681,0,0,0
"male",15,0,27613,238.514384920635,10,1,1,"red","red",3.15863772719252,19.8342214328005,17.8213689482471,0,0,0
"brand",1469,0,1710,93.9990079365079,1,1,1,"cyan","cyan",2.27633668607729,17.2883362936649,23.1218697829716,4.13223140495868,0,0
"brand",0,0,3622,26.0194444444445,3,0.6727,1,"red","indeterminado",0,0,0,0,0,0
"male",413,0,5477,247.000595238095,2,1,1,"red","indeterminado",1.34109758249515,6.69034931912374,0,0,8.44834797156002,8.06638363566191
"brand",794,0,110407,81.139880952381,71,1,1,"red","cyan",0,0,0,0,0,0
"male",98,0,102657,238.166964285714,39,1,1,"red","indeterminado",0,0,0,0,0,0
"brand",214,0,721,34.1667658730159,1,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",0,0,79200,239.493650793651,30,0.6716,1,"cyan","cyan",1.69401799894124,0,0,5.43093270365998,0,0
"female",43195,0,32164,198.434623015873,14,1,1,"indeterminado","red",0,6.63114268798105,5.09181969949917,0,0,0
"male",45865,0,80870,145.166369047619,41,1,1,"indeterminado","red",0,0,0,0,0,0
"male",14,0,326,80.6366071428572,0,0.6739,1,"cyan","cyan",0,0,0,0,0,0
"brand",0,0,36309,77.1257936507937,24,1,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"female",19435,0,90228,191.623908730159,39,1,1,"indeterminado","magenta",0,0,0,0,0,0
"female",1052,0,2487,149.690178571429,1,0.6755,1,"cyan","cyan",0,0,0,8.65800865800866,30.1965704726056,45.8124276341181
"male",2863,0,48614,325.950892857143,15,1,1,"cyan","cyan",0,0,0,0,0,0
"female",4932,0,27492,216.985912698413,11,0.6752,0.6752,"red","magenta",0,0,0,0,0,0
"brand",1,0,310,247.26121031746,0,0.6637,1,"red","red",0,0,3.38063439065109,0,0,0
"brand",338,0,641,69.0492063492064,0,1,1,"cyan","cyan",0,0,0,0,0,0
"female",1342,0,3116,56.9756944444444,2,1,1,"indeterminado","cyan",0,0,0,0,6.06440819740694,5.4033191817831
"male",583,0,11314,72.3237103174603,8,1,1,"indeterminado","red",0,0,0,0,0,0
"male",26,0,1570,303.910515873016,1,1,1,"indeterminado","red",0,0,0,9.52380952380952,12.0869928900042,5.21034349671941
"female",390,0,159,6.0953373015873,0,0.6754,1,"cyan","cyan",1.87047820716428,10.5979869745411,12.1035058430718,0,0,0
"brand",119,0,726,230.349007936508,0,1,1,"red","green",0,0,0,0,0,0
"male",6,0,40190,6.42351190476191,39,0.6686,1,"cyan","cyan",1.23522145756132,0,3.83973288814691,0,0,0
"brand",886,0,2082,184.244444444444,1,0.6731,1,"red","red",0,0,0,0,0,0
"female",0,0,764,294.823214285714,0,1,1,"cyan","cyan",0,0,0,0,0,0
"female",12538,0,31171,341.541170634921,9,1,1,"indeterminado","magenta",0,0,0,0,0,0
"male",25268,0,13578,314.992361111111,4,1,1,"cyan","cyan",0,0,5.30050083472454,0,0,0
"brand",6,0,81830,347.191666666667,24,1,1,"red","red",0,0,0,0,4.55876202425763,4.245465071401
"male",135,0,5178,380.26755952381,1,1,1,"cyan","cyan",2.27633668607729,11.959739490823,17.4040066777963,0,4.0987034713509,0
"female",323,0,1705,28.2801587301587,1,1,1,"cyan","cyan",0,0,0,0,10.3722291928064,11.0768043226553
"female",1684,0,7652,27.6749007936508,7,1,1,"indeterminado","indeterminado",0,0,0,0,0,0
"male",1578,0,3065,21.2986111111111,3,1,1,"cyan","cyan",2.27633668607729,11.959739490823,17.4040066777963,0,0,0
"male",7361,0,33541,143.261805555556,17,0.6548,1,"red","red",0,0,0,5.47028728846911,0,4.32265534542648
"brand",0,0,1646,286.891865079365,1,1,1,"cyan","cyan",0,0,0,21.1727666273121,0,0
"male",8,1,29,328.72876984127,0,1,1,"cyan","cyan",0,0,0,0,0,0
"male",62996,0,117560,295.590476190476,39,1,1,"red","cyan",0,0,0,0,0,0
"female",7775,0,735,94.7239087301587,0,1,1,"cyan","cyan",0,0,0,0,0,0
"female",83,0,1182,343.024801587302,0,1,1,"red","red",1.57049585318511,11.4860864416815,10.2253756260434,0,8.53199498117942,4.245465071401
"male",1127,0,119402,340.018154761905,36,1,1,"indeterminado","blue",0,0,0,0,6.8172312839816,0
"male",245,0,3963,312.841071428571,1,1,1,"red","indeterminado",0,0,0,0,0,0
"brand",1,0,62823,245.879662698413,23,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",299,0,1011,71.9893849206349,1,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",522,0,306,9.87728174603175,0,1,1,"cyan","cyan",0,0,0,21.1727666273121,11.3759933082392,4.09108452335006
"female",1444,0,2449,128.381448412698,1,1,1,"indeterminado","cyan",0,0,0,0,0,0
"female",202,0,292,223.465277777778,0,0.6739,1,"cyan","cyan",0,0,0,0,0,0
"female",529,0,11767,345.110912698413,3,1,1,"red","indeterminado",1.28815952002823,3.90763765541741,0,5.23415977961433,7.90464240903388,10.9996140486299
"female",4313,0,8462,133.828571428571,4,1,1,"cyan","cyan",0,0,0,4.64384100747737,13.4671685487244,21.6132767271324
"female",183,0,488,347.711507936508,0,1,1,"red","yellow",0,0,0,0,0,0
"male",43362,0,96737,275.086706349206,33,1,1,"red","red",0,0,0,0,0,0
"female",6647,0,1035,23.9956349206349,1,1,1,"cyan","cyan",0,0,3.67278797996661,0,0,0
"brand",0,0,31315,8.89404761904762,30,1,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"brand",22,0,42160,60.740376984127,30,1,1,"cyan","cyan",0,0,0,0,10.3722291928064,11.0768043226553
"female",36,0,251,103.993650793651,0,1,1,"red","cyan",0,0,0,21.1727666273121,0,0
"male",50,0,417,17.8805555555556,0,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",0,0,310780,76.2235119047619,206,1,1,"cyan","cyan",0,0,0,21.1727666273121,4.01505646173149,0
"brand",554,0,822,85.7198412698413,1,1,1,"red","orange",0,0,0,0,0,0
"male",10077,0,23632,128.989384920635,13,1,1,"indeterminado","red",0,0,0,0,0,0
"brand",13,0,3551,380.894345238095,1,1,1,"indeterminado","red",0,0,0,0,0,0
"male",135,0,869,139.395535714286,0,0.6821,1,"indeterminado","red",0,0,0,0,0,0
"brand",0,0,75030,89.7263888888889,47,1,1,"cyan","cyan",121.298747132522,0,0,15.8205430932704,0,0
"female",11,0,39880,6.42301587301587,39,1,1,"cyan","cyan",1.23522145756132,0,3.83973288814691,0,0,0
"female",1302,0,1138,20.3058531746032,1,1,1,"cyan","cyan",0,0,0,0,0,0
"female",2343,0,8515,203.861111111111,4,0.6843,1,"magenta","magenta",0,0,0,0,0,3.58934774218449
"female",1946,0,24243,210.400793650794,10,1,1,"red","cyan",0,0,0,0,0,0
"brand",12269,1,10802,92.7124007936508,7,0.3385,1,"red","cyan",3.44097406034939,22.0840734162226,22.3288814691152,0,0,0
"male",7,0,1976,243.419047619048,1,1,1,"red","cyan",0,0,0,0,0,0
"male",8,0,8319,145.844146825397,4,1,1,"cyan","cyan",0,0,0,0,0,0
"female",1,0,7920,328.050198412698,2,0.6612,1,"cyan","red",0,0,0,0,0,0
"male",3722,0,11645,37.4702380952381,9,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",0,0,100189,40.7066468253968,79,1,1,"indeterminado","red",1.1646373742721,0,0,0,0,0
"male",374,0,1830,73.6689484126984,1,1,1,"cyan","cyan",0,0,0,0,0,0
"female",21235,0,10749,68.5100198412698,7,1,1,"cyan","cyan",3.14099170637021,22.9721728833629,20.4507512520868,0,0,0
"male",11445,0,11762,350.333234126984,3,0.6728,1,"cyan","cyan",0,0,0,0,11.3759933082392,4.09108452335006
"male",220,0,514,335.768650793651,0,1,1,"indeterminado","green",0,0,0,0,0,0
"brand",150,0,451,0.83640873015873,0,1,1,"cyan","cyan",0,0,0,0,0,0
"male",1527,0,5005,224.987103174603,2,1,1,"indeterminado","orange",1.21757543673902,0,0,0,6.06440819740694,5.4033191817831
"male",15,0,152,9.34513888888889,0,1,1,"cyan","cyan",0,0,0,0,0,0
"female",2468,0,8041,336.239285714286,2,1,1,"red","blue",0,0,0,0,0,0
"brand",0,0,75331,78.0352182539683,49,1,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"female",0,0,5738,5.92003968253968,6,0.6708,1,"cyan","cyan",0,0,0,0,0,0
"brand",0,0,176495,102.530853174603,104,1,1,"red","red",1.87047820716428,10.5979869745411,12.1035058430718,0,0,0
"brand",1,0,65290,302.586408730159,21,0.6714,1,"cyan","cyan",0,0,0,0,0,0
"female",204,0,5009,59.1385912698413,4,1,1,"cyan","cyan",0,0,0,0,0,0
"male",470,0,3311,350.783531746032,1,1,1,"cyan","cyan",0,0,0,0,0,0
"female",27753,0,44230,229.115178571429,17,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",94,0,5277,166.952777777778,2,0.666,1,"cyan","cyan",0,0,0,0,0,0
"female",56738,0,14559,339.521626984127,4,0.6913,1,"green","green",0,0,0,0,0,0
"female",26990,0,6923,139.302083333333,4,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",0,0,36617,68.578373015873,25,0.6698,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"brand",5,0,1025,156.389583333333,0,0.3516,1,"cyan","cyan",0,0,0,0,0,0
"female",193,0,3532,314.139484126984,1,1,1,"yellow","magenta",2.27633668607729,11.959739490823,17.4040066777963,0,0,0
"male",10,0,509,1.1531746031746,1,0.6615,1,"indeterminado","green",0,0,0,0,10.3722291928064,11.0768043226553
"brand",1163,0,26130,117.608134920635,15,1,1,"cyan","cyan",0,0,0,9.7599370326643,4.18235048097031,0
"female",86,0,166,3.75992063492064,0,1,1,"cyan","cyan",4.02329274748544,23.7418590882179,23.330550918197,0,0,0
"brand",14663,0,30777,218.550793650794,12,0.669,1,"red","indeterminado",0,0,0,0,11.3759933082392,4.09108452335006
"female",1332,0,25559,147.834126984127,13,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",128,0,551,40.1544642857143,0,1,1,"cyan","cyan",0,0,0,0,0,0
"male",67,0,8842,336.143353174603,3,0.6819,1,"indeterminado","green",0,0,0,0,0,0
"female",325,0,81801,341.587103174603,24,1,1,"cyan","green",0,0,0,0,0,0
"male",304,0,55,21.8220238095238,0,1,1,"cyan","cyan",1.58814187400741,4.38129070455891,0,0,0,5.78927055191046
"male",70,0,3229,343.420337301587,1,1,1,"cyan","cyan",0,0,0,0,0,0
"male",44,0,12644,17.1173611111111,12,0.3372,1,"cyan","cyan",0,0,0,0,0,0
"male",1711,0,3334,238.989682539683,1,0.6705,1,"cyan","cyan",0,0,0,0,0,0
"female",2304,0,3181,94.3927579365079,2,1,1,"cyan","cyan",0,0,0,0,0,0
"male",9009,0,148795,240.921130952381,56,1,1,"red","cyan",0,0,0,0,0,0
"female",266,0,3053,348.14751984127,1,1,1,"orange","cyan",0,0,0,5.43093270365998,0,0
"male",57,0,3766,30.5676587301587,3,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",1,0,36782,4.89444444444445,36,0.6377,1,"cyan","cyan",1.23522145756132,0,3.83973288814691,0,0,0
"female",490,0,63062,23.8344246031746,55,1,1,"indeterminado","red",0,0,0,9.79929161747343,15.2655792555416,15.4380548050946
"female",37855,1,144277,229.572817460317,56,1,1,"red","indeterminado",0,0,0,0,0,0
"brand",0,0,38166,2.53581349206349,38,1,1,"cyan","cyan",0,0,0,0,0,0
"female",6247,1,41398,79.9763888888889,27,1,1,"yellow","indeterminado",0,0,0,0,0,0
"female",37509,0,52938,184.180853174603,23,0.688,1,"cyan","cyan",1.57049585318511,11.4860864416815,14.5242070116861,4.64384100747737,13.4671685487244,17.2906213817059
"male",3168,0,15181,73.3377976190476,10,1,1,"indeterminado","red",0,0,0,0,0,0
"male",2292,0,2649,292.610912698413,1,1,1,"cyan","cyan",0,0,0,4.64384100747737,36.2191551652029,25.472790428406
"male",16587,0,9438,133.584126984127,5,0.6832,1,"cyan","cyan",1.57049585318511,11.4860864416815,10.2253756260434,0,0,0
"male",14,0,4375,245.081051587302,2,1,1,"indeterminado","cyan",0,0,0,0,0,0
"female",1801,1,29304,225.395238095238,11,1,1,"red","magenta",2.27633668607729,11.959739490823,17.4040066777963,0,0,0
"female",97,0,1687,61.9774801587302,1,1,1,"cyan","cyan",1.87047820716428,10.5979869745411,12.1035058430718,0,0,0
"brand",8232,0,202748,310.746428571429,64,1,1,"indeterminado","cyan",0,0,0,9.79929161747343,4.89335006273526,4.36125048243921
"female",905,0,886,187.680158730159,0,1,1,"magenta","magenta",0,0,0,5.47028728846911,4.47511501463823,10.0733307603242
"female",13,0,837,197.253571428571,0,1,1,"magenta","magenta",0,0,3.67278797996661,0,0,0
"brand",0,0,39688,46.8598214285714,30,1,1,"indeterminado","red",0,0,0,0,0,0
"male",9406,0,11770,21.2357142857143,10,0.6718,1,"indeterminado","red",0,0,0,0,0,0
"brand",70,0,110577,257.724007936508,40,1,1,"red","indeterminado",0,0,3.67278797996661,17.3947264856356,4.89335006273526,4.36125048243921
"brand",44,0,2334,306.025099206349,1,1,1,"cyan","cyan",0,0,0,0,0,0
"female",4914,0,6732,65.5722222222222,5,1,1,"indeterminado","cyan",0,0,0,0,0,0
"brand",0,0,69254,58.99375,50,0.6879,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"brand",535,0,7025,332.734821428571,2,1,1,"cyan","cyan",0,0,0,4.2896497441952,4.18235048097031,0
"female",640,0,10632,168.908531746032,5,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",82,0,2394,409.994841269841,1,1,1,"indeterminado","indeterminado",0,0,0,0,0,0
"brand",1,0,448,82.6304563492064,0,1,1,"cyan","cyan",0,0,0,0,0,0
"female",432,0,5853,21.7208333333333,5,0.6517,1,"indeterminado","cyan",0,6.63114268798105,5.09181969949917,7.59543486816214,0,0
"female",22,0,502,12.3424603174603,0,1,1,"indeterminado","cyan",2.27633668607729,11.959739490823,17.4040066777963,0,0,3.35777692010807
"female",2160,0,7505,342.993948412698,2,1,1,"indeterminado","blue",1.57049585318511,15.8081705150977,10.2253756260434,0,10.5395232120452,15.5924353531455
"female",225,0,28222,220.43878968254,11,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",0,0,31304,11.7106150793651,30,1,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"female",744,0,5874,107.462301587302,3,1,1,"red","magenta",42.0857596611964,10.5979869745411,12.1035058430718,0,0,0
"male",23,0,8365,149.463293650794,4,1,1,"cyan","cyan",0,0,0,0,0,3.35777692010807
"female",0,0,3025,80.303373015873,2,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",459,0,42910,349.770833333333,13,1,1,"red","cyan",0,0,0,21.1727666273121,0,0
"male",0,0,39800,244.766369047619,15,0.6734,1,"yellow","indeterminado",0,0,0,0,0,0
"female",41647,0,72128,194.689682539683,31,1,1,"red","cyan",0,0,0,0,0,0
"brand",2673,0,17685,323.977083333333,5,0.6634,1,"indeterminado","red",0,4.02605091770278,0,0,0,0
"male",8,0,25,31.6259920634921,0,0.3445,1,"indeterminado","cyan",0,0,0,0,0,0
"female",6804,0,17208,179.58244047619,8,1,1,"red","yellow",0,0,5.30050083472454,4.64384100747737,13.4671685487244,20.648398301814
"female",1106,0,3916,331.043353174603,1,1,1,"indeterminado","blue",0,0,0,0,0,0
"female",523,0,599,9.1655753968254,1,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",0,0,36835,70.8587301587302,25,1,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"brand",11,0,58855,16.5677579365079,54,1,1,"indeterminado","cyan",2.27633668607729,11.959739490823,17.4040066777963,4.64384100747737,13.4671685487244,17.2906213817059
"male",753,0,7759,186.858829365079,3,1,1,"red","cyan",0,10.6571936056838,11.4357262103506,0,0,0
"brand",61,0,11332,109.134126984127,7,1,1,"cyan","cyan",0,0,0,0,4.55876202425763,4.245465071401
"male",2952,0,2009,100.00248015873,1,0.6675,0.6675,"red","cyan",0,0,0,0,0,0
"male",327,0,2316,8.30238095238095,2,1,1,"cyan","cyan",0,0,0,0,10.3722291928064,11.0768043226553
"male",60,0,10457,256.481150793651,4,1,1,"cyan","cyan",0,0,0,0,0,0
"female",5831,0,9169,123.380357142857,5,1,1,"indeterminado","magenta",0,0,0,0,0,0
"male",43247,0,114955,165.949404761905,54,1,1,"red","magenta",0,0,0,0,0,0
"brand",12508,0,21830,169.656448412698,10,0.3392,0.6567,"red","red",0,0,0,0,0,0
"female",1907,0,13296,205.543055555556,6,1,1,"red","red",2.27633668607729,11.959739490823,20.7846410684474,0,0,0
"female",0,0,161709,127.268948412698,87,1,1,"indeterminado","blue",0,0,0,0,0,0
"female",6506,0,7125,214.532440476191,3,1,1,"cyan","cyan",0,0,0,4.32900432900433,9.91217063989962,17.3678116557314
"male",5489,0,27032,274.564682539683,9,1,1,"cyan","cyan",0,0,0,0,0,0
"male",2667,0,66098,183.629265873016,29,1,1,"green","cyan",1.87047820716428,10.5979869745411,12.1035058430718,0,0,0
"female",706,0,39526,397.979166666667,10,0.6699,1,"red","blue",0,0,0,4.2896497441952,4.18235048097031,0
"female",4813,0,3790,289.238888888889,1,1,1,"cyan","cyan",0,0,4.29883138564274,9.28768201495474,52.2375575073191,60.9803164801235
"brand",1253,0,3124,339.438591269841,1,0.6372,1,"indeterminado","cyan",2.27633668607729,11.959739490823,17.4040066777963,0,10.3722291928064,11.0768043226553
"brand",387,0,9295,346.881646825397,3,1,1,"red","red",0,0,0,0,0,0
"female",3281,0,8452,93.4750992063492,5,0.34,1,"indeterminado","yellow",2.27633668607729,11.959739490823,17.4040066777963,0,0,0
"male",3561,0,3545,158.742757936508,2,1,1,"cyan","cyan",0,0,0,0,0,0
"female",326,0,51397,115.734623015873,29,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",1015,1,17056,334.865079365079,5,1,1,"red","cyan",0,0,0,21.1727666273121,0,0
"female",14628,0,89822,109.417956349206,51,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",13738,0,174,183.913392857143,0,0.6508,1,"red","cyan",0,0,0,0,0,0
"female",485,0,3556,77.0970238095238,2,1,1,"cyan","cyan",0,0,4.17362270450751,0,0,0
"brand",0,0,36527,61.0016865079365,26,1,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"brand",0,0,74159,62.6162698412698,52,1,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"brand",0,0,79609,28.2164682539683,68,0.6675,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"brand",0,0,71172,29.6185515873016,60,1,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"male",35,0,29973,184.951785714286,13,1,1,"cyan","cyan",0,0,0,0,0,0
"female",615,0,421,75.1991071428571,0,0.6616,1,"cyan","cyan",1.69401799894124,0,0,0,0,0
"female",405,0,534,24.2554563492064,0,0.6704,1,"cyan","cyan",0,0,0,0,0,0
"male",14074,0,16403,67.9002976190476,11,1,1,"red","magenta",2.27633668607729,11.959739490823,17.4040066777963,0,0,0
"brand",22,0,1596,238.810515873016,1,1,1,"orange","orange",0,0,0,4.44706808343172,0,0
"female",14980,0,22321,243.398611111111,8,1,1,"cyan","cyan",0,0,0,0,0,0
"female",1506,0,4503,184.266369047619,2,0.6643,1,"cyan","cyan",0,0,0,0,0,0
"female",1066,0,923,19.2507936507937,1,1,1,"cyan","cyan",1.87047820716428,10.5979869745411,12.1035058430718,0,0,0
"brand",779,1,1870,232.633630952381,1,1,1,"cyan","cyan",0,0,0,0,0,0
"male",29,0,14289,348.309821428571,4,0.665,1,"indeterminado","magenta",0,0,0,0,0,0
"female",10,0,38554,4.78650793650794,38,1,1,"cyan","cyan",1.23522145756132,0,3.83973288814691,0,0,0
"male",4442,0,14878,202.760119047619,6,1,1,"cyan","green",0,0,0,0,0,0
"male",4,0,6366,321.926884920635,2,1,1,"cyan","cyan",0,0,0,4.13223140495868,18.1932245922208,4.09108452335006
"female",296,0,6496,253.913392857143,2,1,1,"indeterminado","blue",0,0,0,0,0,0
"male",548,0,873,5.17529761904762,1,1,1,"cyan","cyan",0,0,0,0,0,0
"female",914,0,1101,17.575496031746,1,1,1,"cyan","cyan",0,0,0,0,0,0
